user_ID,video_ID,video_name,rating_type,rating,timestamp
13,3,['videos\\movie\\mrbean_vodafone_IE_2019.02.26_17.47.50_R2-V0-A1-UP0-SD4.mkv'],radio,5,2023-10-23 17:24:21 004964
13,3,['videos\\movie\\mrbean_vodafone_IE_2019.02.26_17.47.50_R2-V0-A1-UP0-SD4.mkv'],res_switches,on,2023-10-23 17:24:21 004964
13,4,['videos\\music\\lestwins_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],radio,3,2023-10-23 17:29:36 366271
13,4,['videos\\music\\lestwins_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],stalling,on,2023-10-23 17:29:36 366271
13,4,['videos\\music\\lestwins_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],res_switches,on,2023-10-23 17:29:36 366271
13,4,['videos\\music\\lestwins_report.2011-01-29_1800CET_R1-V0-A1-UP0-SD4.mkv'],stop_watching,on,2023-10-23 17:29:36 366271
13,5,['videos\\news\\fox_A_2017.12.11_10.00.59_R1-V0-A1-UP0-SD4.mkv'],radio,2,2023-10-23 17:35:15 702629
13,5,['videos\\news\\fox_A_2017.12.11_10.00.59_R1-V0-A1-UP0-SD4.mkv'],res_switches,on,2023-10-23 17:35:15 702629
13,5,['videos\\news\\fox_A_2017.12.11_10.00.59_R1-V0-A1-UP0-SD4.mkv'],uniteresting_content,on,2023-10-23 17:35:15 702629
13,5,['videos\\news\\fox_A_2017.12.11_10.00.59_R1-V0-A1-UP0-SD4.mkv'],stop_watching,on,2023-10-23 17:35:15 702629
13,6,['videos\\sport\\tycr7_report.2011-04-21_1135CEST_R2-V0-A1-UP0-SD4.mkv'],radio,2,2023-10-23 17:40:29 885503
13,6,['videos\\sport\\tycr7_report.2011-04-21_1135CEST_R2-V0-A1-UP0-SD4.mkv'],res_switches,on,2023-10-23 17:40:29 885503
13,6,['videos\\sport\\tycr7_report.2011-04-21_1135CEST_R2-V0-A1-UP0-SD4.mkv'],pixelization,on,2023-10-23 17:40:29 885503
